SPORT_EVENT,COMPETITION,EVENT_START_TIME_UTC,MARKET_NAME,MARKET_TYPE,SELECTION,INSTRUMENT_ID,PRICE_CHAN_ID,AMERICAN_ODDS_AT_PERIOD,OPENING_AMERICAN_ODDS,OPENING_IMPLIED_PROB,CLOSING_AMERICAN_ODDS,CLOSING_IMPLIED_PROB,TOTAL_PROB_MOVEMENT_PCT
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sahith Theegala,1537887634544787702,2,165,165,0.343,184,0.3517,0.87
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sahith Theegala,1537887634544787702,10,160,165,0.343,184,0.3517,0.87
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Sahith Theegala,1537887634544787702,20,160,165,0.343,184,0.3517,0.87
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,2,-165,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,2,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,4,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,6,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,8,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,10,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,10,-165,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,12,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,14,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,16,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,20,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Si Woo Kim,8483564159856935158,21,-150,-165,0.5677,-125,0.5559,-1.18
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:00 - Round 1 - Si Woo Kim / Sahith Theegala - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,3173820199187120374,2,750,750,0.0927,979,0.0927,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,2,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,2,115,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,4,115,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,4,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,6,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,8,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,10,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,12,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,14,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,16,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,20,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,20,115,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Denny McCarthy,4404217691133575487,21,120,120,0.4154,140,0.4169,0.15
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,2,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,4,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,6,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,8,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,10,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,12,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,14,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,16,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,20,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harry Hall,1103923589201133887,21,-110,-110,0.4805,108,0.4805,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:10 - Round 1 - Denny McCarthy / Harry Hall - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,4510052282376782143,2,700,700,0.0989,911,0.0989,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harris English,8622049848398577970,2,105,105,0.4461,124,0.4461,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harris English,8622049848398577970,10,105,105,0.4461,124,0.4461,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Harris English,8622049848398577970,20,105,105,0.4461,124,0.4461,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,1778830214609109298,2,100,100,0.4582,118,0.4582,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,1778830214609109298,8,100,100,0.4582,118,0.4582,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,1778830214609109298,12,100,100,0.4582,118,0.4582,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,1778830214609109298,20,100,100,0.4582,118,0.4582,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Robert MacIntyre,1778830214609109298,21,100,100,0.4582,118,0.4582,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:20 - Round 1 - Robert MacIntyre / Harris English - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,6785707100338258226,2,700,700,0.0987,913,0.0987,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,2,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,4,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,6,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,8,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,10,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,12,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,14,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,16,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,20,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Alex Fitzpatrick,8143894231711351124,21,100,100,0.4559,119,0.4559,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,6473058769956897108,2,105,105,0.4487,120,0.4549,0.62
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,6473058769956897108,2,100,105,0.4487,120,0.4549,0.62
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,6473058769956897108,8,100,105,0.4487,120,0.4549,0.62
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,6473058769956897108,10,100,105,0.4487,120,0.4549,0.62
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,6473058769956897108,16,100,105,0.4487,120,0.4549,0.62
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,6473058769956897108,20,100,105,0.4487,120,0.4549,0.62
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,6473058769956897108,21,100,105,0.4487,120,0.4549,0.62
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,5379809960412709204,2,800,800,0.0908,1001,0.0908,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,5379809960412709204,10,800,800,0.0908,1001,0.0908,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:30 - Round 1 - Alex Fitzpatrick / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,5379809960412709204,12,800,800,0.0908,1001,0.0908,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Kristoffer Reitan,4972234194135679295,2,115,110,0.4331,135,0.426,-0.71
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Kristoffer Reitan,4972234194135679295,2,110,110,0.4331,135,0.426,-0.71
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Kristoffer Reitan,4972234194135679295,14,115,110,0.4331,135,0.426,-0.71
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Maverick McNealy,2753789165190644031,2,-110,-110,0.4803,108,0.4803,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Maverick McNealy,2753789165190644031,10,-110,-110,0.4803,108,0.4803,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Maverick McNealy,2753789165190644031,12,-110,-110,0.4803,108,0.4803,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Maverick McNealy,2753789165190644031,14,-110,-110,0.4803,108,0.4803,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Maverick McNealy,2753789165190644031,20,-110,-110,0.4803,108,0.4803,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Maverick McNealy,2753789165190644031,21,-110,-110,0.4803,108,0.4803,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:40 - Round 1 - Kristoffer Reitan / Maverick McNealy - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,2475691888200515903,2,750,750,0.094,964,0.094,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,2,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,4,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,6,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,8,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,10,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,12,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,14,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,16,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,20,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,7469128343791730946,21,-150,-150,0.5454,-120,0.5454,0
the Memorial Tournament presented by Workday,the Memorial Tournament presented by Workday,2026-06-04T11:45:00Z,12:55 - Round 1 - Brian Harman / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Brian Harman,43818458164625666,2,150,150,0.3627,176,0.3627,0
