SPORT_EVENT,COMPETITION,EVENT_START_TIME_UTC,MARKET_NAME,MARKET_TYPE,SELECTION,INSTRUMENT_ID,PRICE_CHAN_ID,AMERICAN_ODDS_AT_PERIOD,OPENING_AMERICAN_ODDS,OPENING_IMPLIED_PROB,CLOSING_AMERICAN_ODDS,CLOSING_IMPLIED_PROB,TOTAL_PROB_MOVEMENT_PCT
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,16,-115,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,16,-120,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,16,-125,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,20,-120,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,20,-125,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,20,-115,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,21,-120,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ryo Hisatsune,2161760492937412864,21,-125,-120,0.5007,-104,0.5102,0.95
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Denny McCarthy / Ryo Hisatsune - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,551670849594327296,2,700,700,0.104,862,0.104,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,2,110,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,2,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,4,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,6,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,8,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,10,110,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,10,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,12,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,14,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,16,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,20,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Gary Woodland,8516286790599049525,21,115,110,0.434,135,0.425,-0.9
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,2053674101880521013,2,-105,-105,0.4666,113,0.4705,0.39
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Gary Woodland / Jacob Bridgeman - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jacob Bridgeman,2053674101880521013,4,-105,-105,0.4666,113,0.4705,0.39
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,2,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,2,-105,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,4,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,6,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,10,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,12,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,14,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,16,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Chris Gotterup,526953828201922879,20,100,-105,0.4656,118,0.4583,-0.73
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,2,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,2,115,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,4,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,6,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,8,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,10,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,12,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,14,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,16,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,20,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Hideki Matsuyama / Chris Gotterup - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Hideki Matsuyama,4602658714414088511,21,110,110,0.4388,131,0.4336,-0.52
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6211428943803842818,2,110,110,0.4366,129,0.4366,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6211428943803842818,10,110,110,0.4366,129,0.4366,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Ben Griffin,6211428943803842818,12,110,110,0.4366,129,0.4366,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,2,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,2,-105,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,4,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,6,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,8,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,10,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,12,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,14,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,16,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,20,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.J. Spaun,4432507090992496898,21,100,-105,0.4678,117,0.4604,-0.74
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.J. Spaun / Ben Griffin - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,1075636518741213442,2,650,650,0.109,817,0.109,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,J.T. Poston,2764116943098216706,2,165,165,0.3396,192,0.3423,0.27
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,2,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,4,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,6,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,10,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,12,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,14,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,16,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jake Knapp,2308690430780375298,20,-150,-150,0.5593,-127,0.5593,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - J.T. Poston / Jake Knapp - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Tie,519072528854024450,2,700,700,0.099,910,0.099,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Jason Day / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jason Day,7066127710585749810,2,110,110,0.4328,131,0.4328,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Jason Day / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jason Day,7066127710585749810,4,110,110,0.4328,131,0.4328,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Jason Day / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jason Day,7066127710585749810,6,110,110,0.4328,131,0.4328,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Jason Day / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jason Day,7066127710585749810,8,110,110,0.4328,131,0.4328,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Jason Day / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jason Day,7066127710585749810,10,110,110,0.4328,131,0.4328,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Jason Day / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jason Day,7066127710585749810,12,110,110,0.4328,131,0.4328,0
Cadillac Championship,Cadillac Championship,2026-04-30T12:40:00Z,Round 1 - Jason Day / Ryan Gerard - 2 Ball (Inc Tie),GOLF:P:ROUND1BESTDNBKBMI,Jason Day,7066127710585749810,14,110,110,0.4328,131,0.4328,0
